file_name,answer
39670.wav,저번 주 월요일 식료품 주문서 보여 줘
39671.wav,에어컨 맥스로 설정해 줄래
39672.wav,보일러 바람 위로 나오게 설정할래
39673.wav,차를 어디에 놔뒀는지 알려 줄래
39674.wav,보일러 희망 온도 이 도 내려
39675.wav,집 안에 있는 모든 피시 오프 모드로 변경해
39676.wav,집에 있는 전원 모두를 끄고 싶은데 실행해 줘
39677.wav,가스 밸브 자동으로 삼십 분 뒤 잠가
39678.wav,로봇 청소기 저소음 모드로 돌려 줘
39679.wav,엔진 오일 교체 예상일 좀 체크해 줘
39680.wav,지금 온도보다 일 도 더 높게 에어컨 조절해 줘
39681.wav,히터 온도 이십육 도로 다시 설정해
39682.wav,거실 어디에 조명이 위치하고 있는지 말해 줘
39683.wav,에어컨 온도 제일 낮게 켜 줘
39684.wav,차 문은 전체 잠가야 해
39685.wav,차 멈추면 시동 꺼 줘
39686.wav,운전자 일 이름 말해 줘
39687.wav,안방 조명 한 시간 뒤에 꺼 줄래
39688.wav,로봇 청소기 방해 금지 모드로 작동 시켜 줄래
39689.wav,밤에 열 시 이후로 가스 밸브 차단해 줘
39690.wav,시동 먼저 걸어 줘
39691.wav,송풍 모드 오프해 줘
39692.wav,홈카메라 기록 내역 움직임 감지된 부분 알려 줘
39693.wav,거실 안에 전등 다 켜
39694.wav,내일 출근 전에 미리 시동 켜 줘
39695.wav,곧 도착하니까 집 좀 환하게 해 줘
39696.wav,옆 좌석 히터 세기 좀 올려 줘
39697.wav,외출한 동안 가스 밸브 잠가
39698.wav,배달시킨 식료품들은 잘 오고 있어
39699.wav,시동 켜고 들어왔으니 꺼 줄래
39700.wav,차 어디에 놔뒀지
39701.wav,언제 수리 센터 가서 엔진 오일 교체해야 하는지 알려 줘
39702.wav,여섯 시 되면 전원 플러그 꺼 줘
39703.wav,엔진오일 언제쯤 교체하는 게 최고야
39704.wav,주말에 샀던 영수증 말해 봐
39705.wav,오늘은 미세먼지가 심하다고 하니까 내부 순환 모드로 가자
39706.wav,경적 소리 길게 들려 줘
39707.wav,내가 출근 시간이 일곱 시니깐 이 시간에 맞춰서 컴퓨터 전원 차단해
39708.wav,안방 조명 아주 밝게 부탁할게
39709.wav,엔진 오일 새로 언제 교체하면 좋아
39710.wav,안방 조명 이십 분 지나면 켜 줘
39711.wav,비상등 켜놓는 게 좋겠어
39712.wav,운전자 이 번 모드로 열선 시트 조절해 줘
39713.wav,에어컨 단계 삼으로 설정해 줘
39714.wav,엔진 오일 새 걸로 언제 갈아
39715.wav,블랙박스 영상 남아 있는지 확인해 줘
39716.wav,라이트 전부 풀로 해 줘
39717.wav,현재 단계보다 하나 내려 줘
39718.wav,조수석 자리 열선 시트 켰어
39719.wav,조수석에 사람 타야 하니 차 문 열어 줘
39720.wav,거실 조명 중에 켜져 있는 것 확인해 봐
39721.wav,우리 집 전등들 지금부터 켜 둬
39722.wav,집에 불 빠짐없이 켜 줘
39723.wav,여섯 시 되면 전원 플러그 꺼 줘
39724.wav,나 혹시 차 문 열고 왔니
39725.wav,거실 조명 전부 다 꺼져 있는지 파악해서 알려 줘
39726.wav,엔진오일 새로 교체한 날 알려 줘
39727.wav,오 분 후 도착이니 단계 유지해 줘
39728.wav,주간에 시동 거는 시간 예약해 둘래
39729.wav,전체 조명 올려 줘
39730.wav,따뜻한 바람이 약한 거 같아
39731.wav,실내 온도 낮춤으로 설정해 줘
39732.wav,에어컨 바람이 위쪽에서 퍼지게 설정해 줘
39733.wav,안방 불 완전히 꺼 줘
39734.wav,조명 조도 가장 아래 단계로 조절해
39735.wav,운전석 청문은 전부 올려 줄래
39736.wav,주차 위치 좀 공유해 줄래
39737.wav,엔진 오일 교체 예상일 좀 체크해 줘
39738.wav,에어컨 지금 온도로 항상 유지해
39739.wav,지금 시동 걸고 끄지 마
39740.wav,집에 사람 없으니 거실 조명을 세 개 내려 줘
39741.wav,차량 시동 온 모드로 설정 부탁해
39742.wav,전체 차 문 개폐 여부 살펴 줘
39743.wav,로봇 청소기 물걸레 모드로 마무리해
39744.wav,통풍이 더 약하게 나왔으면 좋겠네요
39745.wav,에어컨 전원 좀 켜봐
39746.wav,엔진 오일 수명이 다하기 전에 교체해야 할 타이밍 좀 알려 줄 수 있어
39747.wav,시동석 창문 반만 닫아 줘
39748.wav,적당한 엔진 교체 주기가 얼마 정도 돼
39749.wav,열선 시트 정지 바랍니다
39750.wav,너무 어두운데 조명 단계 올려 줘
39751.wav,지금 지하 일 층에 주차되어 있는 거 맞아
39752.wav,좀 있다 내가 말하면 에어컨 일 단계로 내려 줘
39753.wav,목표지까지 남은 시간 알려 줘
39754.wav,열선 시트 전원 한번 켜
39755.wav,흡입 단계 일 단계로 조정해 줘
39756.wav,시동 계속 켜둬
39757.wav,엔진 오일 교체 언제 해야 할지 가르쳐 줘
39758.wav,지금 내 차 어딨는지 확인해 줘
39759.wav,가스 밸브 잠금이 필요해
39760.wav,조수석 지금 따듯하게 해 줘
39761.wav,시동 점심시간 동안 유지해 줘
39762.wav,홈카메라 촬영 내역이 어떻게 되니
39763.wav,나 시트 켤래
39764.wav,거실 불 밝기를 일 단계로 다시 맞춰 줄래
39765.wav,시동이 켜져 있게 도와줘
39766.wav,운전자 일은 차량 세팅을 어떻게 했는지 궁금해
39767.wav,전체 조명 밝기 가장 밝게
39768.wav,운전자 열선 시트 온도 삼도 낮춰 주라
39769.wav,배달시킨 식료품들은 잘 오고 있어
39770.wav,안방 조명 빨리 삼십 초 뒤에 꺼
39771.wav,에어컨 현재 온도로 유지해 놔 줘
39772.wav,삼십 분 있다가 가스 밸브 잠금 해제 시켜
39773.wav,비오니까 운전석 창문 좀 닫아 줘
39774.wav,에어컨 열어
39775.wav,조명 전원 켜고 싶어
39776.wav,조수석 시트 넓게 뒤로 빼 줘
39777.wav,앞 차가 급정거했어 비상등 켜자
39778.wav,로봇 청소기의 위치정보 알려 줘
39779.wav,십 분 뒤에 리빙 라이트 온
39780.wav,차량 내부 어떤지 화면 보여 줄래
39781.wav,조수석 자리 뜨겁게 만들어 줘
39782.wav,안방 조명 이 단계 변환
39783.wav,거실 등 밝기 단계를 일 단계까지 조절해
39784.wav,내기 순환 세팅해놓으면 돼
39785.wav,지난 월요일 어떤 품목 구매한 거야
39786.wav,에어컨 바람 아래쪽 향하는 거 맞아
39787.wav,궁금한데 내 차 지금 어디에 있어
39788.wav,운전자 일 번 세팅 설정해놓은 거 변경 사항 있어
39789.wav,엔진 오일 언제 또 바꿔야 하는지 궁금해
39790.wav,히터 이제 그만
39791.wav,엔진오일 바꿀 때 됐는지 확인해 줘
39792.wav,여자친구 내릴 거야 옆자리 차 문 열어 줘
39793.wav,매일 아침 여섯 시 반에 시동 걸어 줄래
39794.wav,짐 내려야 하니까 전체 차 문 다 열어 줄래
39795.wav,운전자 일 모드 초기화시켜 줘
39796.wav,에어컨 온도 지금 그대로 유지
39797.wav,차 안에 사람 없어도 히터 틀어 놔
39798.wav,지금부터 순환 모드 작동 안 할게
39799.wav,운전자 일로 세팅된 거 맞아
39800.wav,좀 이따 나가게 다시 차 시동 좀 꺼 줄래
39801.wav,따듯한 열선 기능 부탁할게
39802.wav,주문 취소된 식료품 있어
39803.wav,조명 조도 가장 아래 단계로 조절해
39804.wav,경적 좀 크게 올려 줘 봐
39805.wav,어제 날짜 시시티브이 영상 찾아 줘
39806.wav,차량 열선 시트 켜라
39807.wav,내부 순환으로 모드 변경 좀 해 줘
39808.wav,조수석 시트 뒤로 밀어 줄래
39809.wav,경적 너무 시끄러워서 그만 오프해
39810.wav,가스 밸브 현 상태 확인해 줘
39811.wav,타이머 시간을 이십 분으로 한 다음 에어컨 꺼 줘
39812.wav,거실 조명 켜고 나왔어
39813.wav,식료품 주문 리스트 알려 주세요
39814.wav,보일러 바람 위로 보낼래
39815.wav,안방 조명기구들 전부 다 일단으로 바꿔
39816.wav,집 안에 어느 곳에 에어컨이 있는지 알려 줄래
39817.wav,나올 때 조명 끄는 걸 깜박했어 대신 꺼 줘
39818.wav,현관문 지금 잠금 상태인지 알려 줘
39819.wav,전체 조명 순서대로 꺼 줘
39820.wav,열선 시트에 전원 넣어 봐
39821.wav,운전자 일로 세팅된 거 맞아
39822.wav,일괄 소등해 줘
39823.wav,어제 동생이 차를 어디에다 세웠니
39824.wav,전체 창문 열어서 환기해 줘
39825.wav,식료품 주문 상태 표시해
39826.wav,목적지까지 내부 순환 모드로 설정해 줘
39827.wav,세 시간 후에 보일러 틀어 줘
39828.wav,마지막으로 엔진오일 갈았던 날이 언제지
39829.wav,지금 조명들 꺼 줄 수 있어
39830.wav,에어컨 풍량 키워 줘
39831.wav,식료품 주문 취소됐어
39832.wav,에어컨 온도 좀 높여라
39833.wav,앞뒤 창문 다 열어 줘
39834.wav,에어컨 사용 그만할래
39835.wav,경적 소리 나도록 작동 시켜
39836.wav,운전석 창문 다 올려야 해
39837.wav,에어컨 단계 조절 일 단계로 해
39838.wav,엉덩이 따뜻하게 열선 시트 켜 줄래
39839.wav,엔진 오일 언제 바꾸면 될까
39840.wav,약간 추워졌는데 에어컨 삼 도만 올려 볼까
39841.wav,전체 조명 이 단계 온
39842.wav,히터 온도 최고 단계보다 한 단계 더 아래로 켜 줘
39843.wav,엔진 오일 교체 한 지 얼마나 됐는지 확인해 줘
39844.wav,엔진오일 몇 월에 교환했어
39845.wav,거실 조명 가능한 범위 내에서 제일 약하게 틀어
39846.wav,에어컨 온도 너무 낮지 않게 올려 줘
39847.wav,몇 번째 콘센트에 컴퓨터 플러그 꽂혀있는지 위치 좀 말해 줘
39848.wav,안방 불 여기 있는 거 맞아
39849.wav,안방 불은 열두 시간에 키도록 설정해 줘
39850.wav,가스 밸브 한 시간만 잠가 놔
39851.wav,삭제된 홈카메라 영상들 찾아 줘
39852.wav,기름통에 기름 얼마나 들어 있어
39853.wav,조수석 엉덩이 따뜻하게 만들어 줘
39854.wav,선풍기 플러그가 끼워져 있는 위치가 어디야
39855.wav,아래로 바람이 가게 히터 틀어 줘
39856.wav,내 좌석에 통풍 약하게 해 놔 줘
39857.wav,지금 집에 꺼져 있는 조명 위치 좀 말해
39858.wav,나올 때 조명 끄는 걸 깜박했어
39859.wav,주문 취소된 식료품 있어
39860.wav,로봇 청소기 돌리는데 먼지 제거 모드 해 줘
39861.wav,집에 불을 잘 끄고 나온 건지 확인해 줘
39862.wav,식료품 배송 단계 확인해 줘
39863.wav,차 어디다 세워놨지
39864.wav,잠귄 모든 창문 다 해체해도 돼
39865.wav,안방 불 완전히 꺼 줘
39866.wav,안방에 불 확인 못 했는데 켜져 있는지 알려 줘
39867.wav,엔진 교체 한 지 얼마나 지났어
39868.wav,거실 조명 최대 전원 켜 줘
39869.wav,보일러 아주 뜨거우니깐 한 단계 낮춰
39870.wav,내 로봇 청소기 단계 설정 하나만 높여 주라
39871.wav,비상등을 켜야겠어
39872.wav,안방 밝기 단계 최대로 올려 줘
39873.wav,삼 번 세팅에 에어컨 추가해 줘
39874.wav,에어컨 온도 좀 높여라
39875.wav,에어컨 온도 가장 낮게 맞춰
39876.wav,엔진 오일 바꾼 날짜 보기
39877.wav,리빙 라이트 한 시간 뒤에 온
39878.wav,운전자 일에 통풍 시트 자동 온 해 줘
39879.wav,시동 다시 켜 줘
39880.wav,이제 에어컨 그만 틀고 싶어
39881.wav,시동 끄지 말고 놔둬요
39882.wav,기름양 체크 시작해
39883.wav,물걸레 모드로 전환해서 부엌 바닥 닦아 줘
39884.wav,홈카메라 정확하게 어디 방에 있는지 확인해
39885.wav,궁금한데 내 차 지금 어디에 있어
39886.wav,실내 온도 낮춤으로 설정해 줘
39887.wav,혹시 지금 가스 밸브 잠가 줄 수 있을까요
39888.wav,오 분 뒤 시동 꺼 줘
39889.wav,선풍기 돌려 봐
39890.wav,목적지 가는 데까지 얼마나 남았어
39891.wav,보일러 타이머는 아홉 시로 맞춰 두세요
39892.wav,보일러 가장 약하게 해 놔야 해
39893.wav,집 전체 조명 밝기 최소 단계로 설정해 둘래
39894.wav,사람들 빨리 탈 수 있게 뒷자리 차 문 열어 둬
39895.wav,내부 순환 모드로 바꿔서 설정
39896.wav,배달시킨 식료품들은 잘 오고 있어
39897.wav,시트 온도 제어 가능해
39898.wav,여섯 시 되면 전원 플러그 꺼 줘
39899.wav,삼십 분 후에 가스 밸브 사용 중단해 줘
39900.wav,식료품 배송 상황 확인해 줘
39901.wav,너무 더울 것 같은데 창문 전부 열어 줄래
39902.wav,보일러 최대 난방 능력 발휘 시켜 줘
39903.wav,조수석 쪽 의자 따뜻하게 해
39904.wav,뒷자리 오른쪽 문 열어
39905.wav,시동 끌 필요 없고 그냥 켠 상태로 둬
39906.wav,가스 밸브 켜짐으로 해
39907.wav,현재 차량 위치 측정해 줘
39908.wav,지금 에어컨 너무 세니깐 최소로 만들어 줘
39909.wav,시끄러우니까 경보음 소리 꺼 버려
39910.wav,조수석 시트 넓게 뒤로 빼 줘
39911.wav,한참 온 거 같은데 아직도 더 가야 할 거리 알려 줄래
39912.wav,안방 조명 위치는 어떻게 돼
39913.wav,문 잠글래
39914.wav,앞쪽만 히터 켜 줘
39915.wav,놓고 온 거 찾아올 거니까 시동은 유지시켜
39916.wav,지금 모든 좌석 통풍을 이 단계로 조정해 줘
39917.wav,어느 방에 에어컨 냉방 중이지
39918.wav,목적지 가는 데 얼마나 남았어
39919.wav,시트 온도 제어 가능해
39920.wav,오일 교환했던 게 몇 월이었지
39921.wav,뒷자리 오른쪽 문 열어
39922.wav,매일 열 시에는 전원 차단시켜 줘
39923.wav,반려동물 맞춤 모드로 바꿔 줘
39924.wav,잠금 기능 해제해서 현관문 열어 줘
39925.wav,가루까지 흡입할 수 있게 삼 단계로 켜
39926.wav,자리 전체 통풍 켜 줘
39927.wav,이제 내리니까 열선 시트 끌래
39928.wav,잠깐이면 돼 시동 계속 켜 줘
39929.wav,집에 사람 있으면 거실 조명 최대로 변경해
39930.wav,송풍 모드 기능 사용하기
39931.wav,집 앞이니까 보일러 켜 놔
39932.wav,가능하면 이십 도로 맞춰 줘
39933.wav,내 시트 좀 더 따듯하게 만들어 줘
39934.wav,히터 이젠 안 켜도 돼
39935.wav,에어컨 단계 두 단계 올려 줘
39936.wav,가스 밸브 한 시간 리밋 걸어 놔
39937.wav,에어컨 온도 이십사 도로 올려 줘
39938.wav,홈카메라 어제 촬영 내역 보여 줘
39939.wav,식료품 주문한 기록 어떻게 확인해
39940.wav,송풍 모드 정지 부탁해
39941.wav,차 어디다 세워놨지
39942.wav,컴퓨터 지금 미리 켜서 집에 가면 쓸 수 있게 해 줘
39943.wav,선풍기 플러그 꽂혀 있는 위치 궁금하니 알려 줘
39944.wav,지금 집 안에 조명 어디 켜져 있는지 확인해
39945.wav,미세먼지 때문에 내기로 송풍 모드 시작해
39946.wav,나 집에 다 왔으니깐 현관문 잠금 해제 부탁해
39947.wav,혹시 가스 밸브 열려있어
39948.wav,이젠 보일러 바람 다 밑으로 오게 틀어 봐
39949.wav,지금 조명들 꺼 줄 수 있어
39950.wav,거실 조명 제일 강하게 켜 줘
39951.wav,내가 어제 어디에다 차를 파킹했니
39952.wav,전원 타이머 온오프 시간 설정해 줘
39953.wav,내 차 내부 화면에 띄워
39954.wav,운전자 일로 설정한 것 중에 히터는 빼 줘
39955.wav,지금 바로 뒷자리 열어 줘
39956.wav,안방 조명기구들 전부 다 일단으로 바꿔
39957.wav,조수석 자리 빼고 다 시트 켜 줘
39958.wav,운전석 열선 시트 켜 주길 부탁해
39959.wav,홈카메라 어제 촬영 내역 보여 줘
39960.wav,아직까지는 보일러 제일 낮게 틀고 있자
39961.wav,전원 온오프 타이머로 컨트롤하자
39962.wav,아침 아홉 시로 시동 예약해놔
39963.wav,차량 위치 추적해 봐
39964.wav,현재 남은 거리 어떻게 돼
39965.wav,켜져 있는 홈카메라 위치 알려 줘
39966.wav,시트 온도 미지근하게 켜 줘
39967.wav,엔진 오일 교체 한 지 얼마나 됐는지 확인해 줘
39968.wav,경적 울리도록 실행해 줘
39969.wav,시트에 열선 켜서 따뜻하게 해 줘
39970.wav,빨리 안방 불 좀 끄자
39971.wav,전원 플러그 어디에 있는지 얘기해 줘
39972.wav,차에 전체 윈도우 내려 줄래
39973.wav,현재 잔여 기름양 체크해
39974.wav,조명 전부 가장 작게 밝기 설정해
39975.wav,차 시동 걸어서 따뜻하게 데워놔
39976.wav,운전자 모드 엄마로 세팅해 줘
39977.wav,주말엔 운동하러 가는 시간에 맞춰서 시동 켜 놔
39978.wav,시동 꺼야 해요
39979.wav,블랙박스 지금도 작동 중이지
39980.wav,히터 파워 오프
39981.wav,방향 아래쪽이야
39982.wav,홈 카메라 위치를 좀 찾아줬으면 해
39983.wav,설정되어 있는 보일러 방향을 아래로 바꿀게
39984.wav,현관문 열어 뒀던가요
39985.wav,시동석은 창문 아예 내려
39986.wav,여섯 시 되면 주방 보일러 켜 줘
39987.wav,땀이 날 것 같으니까 에어컨 온도 좀 낮게 틀어 놔
39988.wav,내 블랙박스 작동 중이야
39989.wav,안방 조명 최대로 밝힐래
39990.wav,보일러 오후 아홉 시에 자동 종료시켜 줘
39991.wav,시동 끄지 말고 놔둬요
39992.wav,전체 창문 다 반씩만 열어 줘
39993.wav,송풍 모드 오프해 줘
39994.wav,차량 위치 추적해 봐
39995.wav,컴퓨터 플러그 위치 여기 맞지
39996.wav,차 블랙박스 확인이 필요해
39997.wav,조수석 시트 뒤로 밀어 줄래
39998.wav,식품 주문서가 어디 있던가
39999.wav,오늘은 날이 너무 더워 에어컨 온도 좀 더 낮춰 줘
40000.wav,거실 전원 켜짐 타이머를 십 분 뒤에 실행해 줘
40001.wav,이제 봄이니까 보일러는 최솟값으로 바꿔
40002.wav,컴퓨터 플러그 누구 방에 있는지 알려 줘
40003.wav,잠깐이면 돼 시동 계속 켜 줘
40004.wav,나 오기 전까지 시동 좀 꺼 놓고 있어
40005.wav,시동 걸린 거 유지해
40006.wav,시트 온도 설정 바꿔라
40007.wav,집에 있는 선풍기 전부 안 돌아가게 해
40008.wav,거실 조명 제일 낮게 설정해 줄래
40009.wav,주간 시동 예약 초기화해 줘
40010.wav,지금 차량 내 씨씨티브이 좀 보자
40011.wav,사람들이 앉기 전에 열선 시트 미리 틀어 줘
40012.wav,운전석 통풍 기능 돌려
40013.wav,컴퓨터 전원 올려라
40014.wav,지금 다와 가는 중이야
40015.wav,안방 조명 반만 두 단계 올려 줘
40016.wav,집에 홈카메라 작동되고 있는 거 뭐야
40017.wav,차 안 시시티브이 녹화 틀어 봐
40018.wav,어제 식료품 주문 내역에서 당근 가격 조회해 줘
40019.wav,차 블랙박스 확인이 필요해
40020.wav,내 차 어느 장소에 주차되어 있는지 찾아볼래
40021.wav,거실 조명 제일 낮게 맞추기
40022.wav,전원 타이머 온오프 시간 설정해 줘
40023.wav,통풍이 더 약하게 나왔으면 좋겠네요
40024.wav,이제 경적 해제해 줘
40025.wav,히터 때문에 덥다
40026.wav,카시트 통풍 기능 켜 줘
40027.wav,컴퓨터 전원을 켜 줬으면 해
40028.wav,집에 도착하기 전에 선풍기 켜 놔
40029.wav,티브이 보게 거실에 불 좀 켜
40030.wav,에어컨 단계 두 단계 올려 줘
40031.wav,에어컨 온도 조금만 높여 줄래
40032.wav,거실 조명을 최소로 켜짐 해 줘
40033.wav,집 보일러 위로 방향 바꿔서 켜 줄래
40034.wav,아침 열 시에는 전원 내려가게 설정 부탁해
40035.wav,보일러 바람 아래로 해
40036.wav,전원 한 시간 지나면 알아서 꺼지게 타이머 틀어
40037.wav,한 시간 뒤에 모든 거실 조명 전원 온
40038.wav,히터 온도 이십삼 도로 낮춰 줘
40039.wav,지금 모든 좌석 통풍을 이 단계로 조정해 줘
40040.wav,주말에 샀던 영수증 말해 봐
40041.wav,내가 어제 어디에다 차를 파킹했니
40042.wav,히터 온도 최고 단계보다 한 단계 더 아래로 켜 줘
40043.wav,이십 오 도 넘어가면 자동으로 에어컨 켜
40044.wav,바람 쐬게 조수석 창문이랑 같이 열어 줘
40045.wav,보일러 온도 너무 낮을 거 같아서 올리고 싶어
40046.wav,따듯한 열선 기능 부탁할게
40047.wav,안방 조명 전원 끄는 것 대신해 줘라
40048.wav,일 단계로 계속 로봇 청소기 돌려 줘
40049.wav,반려동물 맞춤 모드로 바꿔 줘
40050.wav,삼십 분 이상을 더 가야 하니
40051.wav,보일러 타이머 설정 두 시간 해 줘
40052.wav,나 시트 켤래
40053.wav,차들 없으면 오른쪽 차 문만 열어 줘
40054.wav,주차된 내 차 시동 걸어놔 줘
40055.wav,차 안 시시티브이 녹화 틀어 봐
40056.wav,송품 모드 작동 멈춰
40057.wav,에어컨 지금에서 한 단계만 내려 줘
40058.wav,안방 조명 빨리 삼십 초 뒤에 꺼
40059.wav,쌀쌀하니 전체 창문 전부 올려 주겠니
40060.wav,시트 온도 미지근하게 켜 줘
40061.wav,집에 들어왔으니 차 히터는 꺼 줘
40062.wav,나 오기 전까지 시동 좀 꺼 놓고 있어
40063.wav,선풍기 빼고 플러그 전원 위치 알려 줘
40064.wav,선풍기 전원 이제 내려 주라
40065.wav,혹시 가스 밸브 열려있어
40066.wav,식료품 주문한 기록 어떻게 확인해
40067.wav,모든 차 문 잠금 풀어
40068.wav,가스 나오게 해 줘
40069.wav,시동석 창문 반만 닫아 줘
40070.wav,주문 취소된 식료품 있어
40071.wav,차량 내부 시시티브이 지워져 있어
40072.wav,청소기 일 단계 모드로 전환해라
40073.wav,아래로 바람이 가게 히터 틀어 줘
40074.wav,시속 육십 킬로 넘으면 모든 문 잠가
40075.wav,조수석 차 문 열린 거 같으니 완전히 닫아 줘
40076.wav,안방 조명 각각 위치 좀 알려 줘
40077.wav,에어컨 날개 위로 해
40078.wav,전체 창문 다 반씩만 열어 줘
40079.wav,에어컨 온도 낮춰라
40080.wav,여기에서 도착지점까지 얼마나 더 가야 하는 거니
40081.wav,자려고 누웠으니까 이십 분 지나면 불 꺼 줘
40082.wav,차 문 모두 닫아요
40083.wav,어디에 선풍기 플러그 꽂아 뒀을까
40084.wav,온도 천천히 내려 줄래
40085.wav,에어컨 온도 설정 최대로 킬게
40086.wav,컴퓨터 전원을 딱 오 분 후에 내려 줄래
40087.wav,홈카메라 위치 정보 탐색 시작할래
40088.wav,예전에 시킨 식료품 내가 시킨 내용에서 찾아 줘
40089.wav,오늘 충격 감지 녹화된 게 있어
40090.wav,조수석에 시트 올려 줘
40091.wav,엔진 오일 바꿀 날짜 좀 찾아 줘 봐
40092.wav,식료품 뭐 샀었는지 알아봐 줘
40093.wav,운전자 일은 차량 세팅을 어떻게 했는지 궁금해
40094.wav,현관문 열려 있는 거 같은데 한 번 확인해 주겠니
40095.wav,통풍이 더 약하게 나왔으면 좋겠네요
40096.wav,보일러 가장 약하게 해 놔야 해
40097.wav,지금 설정 운전자 일에 등록 시켜 줘
40098.wav,송풍 모드 작동 멈춰
40099.wav,지난주 주문 목록에 오예스 넣었나 봐 줘
40100.wav,집 오래 비울 거니까 거실 조명 오프해
40101.wav,뒷자리에 열려 있는 문 있어
40102.wav,컴퓨터 전원을 딱 오 분 후에 내려 줄래
40103.wav,시동 켜지 마
40104.wav,차 안에서 촬영한 씨씨티브이 영상 확인해 줘
40105.wav,도대체 얼마나 더 가야 집에 도착이니
40106.wav,조절 필요한 조명들은 밝기 제일 낮음으로 해 놔
40107.wav,오늘 눈 내리니까 보일러는 제일 세게 해 줘
40108.wav,차 시트 열선에 전원 넣어 줘
40109.wav,차량 블랙박스 틀어 줘
40110.wav,선풍기 타이머 작동시켜서 선풍기 틀어 놔
40111.wav,거실 어디에 조명이 위치하고 있는지 말해 줘
40112.wav,옆 차랑 닿지 않게 전체 차 문 다 열어 줘
40113.wav,홈카메라로 사용 몇 번이나 했어
40114.wav,열선 시트 정지 바랍니다
40115.wav,앞차 갑자기 속도 줄이니까 일단 비상등 켜
40116.wav,홈카메라 저장 용량 꽉 찼어
40117.wav,식품 주문서가 어디 있던가
40118.wav,시동 계속 유지해 놓고 있어
40119.wav,따뜻하게 히터를 켜 줘
40120.wav,송풍 모드 바람 쐬고 싶어
40121.wav,목적지 가는 데까지 얼마나 남았어
40122.wav,열선 시트 켜기
40123.wav,지금부터 이십 분 뒤에 안방 조명 불 켜 줘
40124.wav,차량 시동 온 모드로 설정 부탁해
40125.wav,차 시동이 켜졌나 꺼 줘
40126.wav,청소를 잘하게 로봇 청소기 삼 단계로 올려 줄래
40127.wav,조수석 시트 통풍과 열선 전부 켜 줘
40128.wav,일곱 시 되면 시동 좀 딱 켜 놔라
40129.wav,거실 불 다 꺼 버려 줄래
40130.wav,가스 밸브 온으로 해
40131.wav,평일 주간에 같은 시간에 항상 시동 예약해 줘
40132.wav,에어컨 두 시간 후에 저절로 꺼지게 만들어
40133.wav,가스 밸브 개방해 줘
40134.wav,엔진 오일 언제 교체했는지 가르쳐주라
40135.wav,로봇 청소기 물걸레 모드 온
40136.wav,시트 온도 설정 바꿔라
40137.wav,현관문 잠가져 있는지 체크해 줄래
40138.wav,곧 출발하게 차 시동 준비 부탁해
40139.wav,선풍기 플러그 현재 어디에 있는가
40140.wav,조명 전부 한 단계씩 올려
40141.wav,거실에 조명 있는 거 다 꺼 줘
40142.wav,안방 조명 전원 온 해
40143.wav,가스 밸브 잠금 타이머 한 시간으로 맞춰
40144.wav,아이들이 추워하니 뒷좌석에 열선 시트 실행해
40145.wav,조수석 창문 여는 게 좋겠어
40146.wav,나 출근하고 아홉 시 넘으면 가스 밸브 잠가지게 타이머 맞춰 줘
40147.wav,조수석 창문 모두 열게
40148.wav,차 문 모두 닫아요
40149.wav,운전자 일에서 열선 시트 대신 통풍으로 재설정해
40150.wav,집에 사람 있으면 거실 조명 최대로 변경해
40151.wav,내부 순화 모드 껐지
40152.wav,전동 시트 운전자 일 번 저장 값 적용해 줘
40153.wav,차 어디다 세워놨지
40154.wav,거실 조명 제일 낮게 설정해 줄래
40155.wav,조명 조도 가장 아래 단계로 조절해
40156.wav,컴퓨터 전원 틀어서 창 띄워 주라
40157.wav,전체 차 문 중에 열린 곳 있어
40158.wav,타이머 시간 이십 분으로 한 다음 에어컨 꺼 줘
40159.wav,자리 전체 통풍 켜 줘
40160.wav,너무 시끄러울 수 있으니 로봇 청소기 수행 단계를 낮춰야겠어
40161.wav,차량 히터 온도 적당히 틀어 놔 줘
40162.wav,거실 조명 제일 낮게 맞추기
40163.wav,운전석 창문 좀 다 내려 봐
40164.wav,홈카메라 지금 얼마나 더 저장 할 수 있어
40165.wav,안방 조명만 따로 켜 줘
40166.wav,거실 보조 조명 켜져 있는지 확인 가능해
40167.wav,홈카메라는 어디에 있죠
40168.wav,전체 플러그 위치 알려 줄래
40169.wav,흡입력이 좋은 삼 단계로 로봇 청소기 켜 줘
40170.wav,운전자 일 맞춤 기능에 시동 켜기 있어야 해
40171.wav,의자에서 시원한 바람 나오게 해 줘
40172.wav,홈카메라 전체 용량 확인해 줘
40173.wav,에어컨 날개 위로 해
40174.wav,전원 온오프 타이머로 컨트롤하자
40175.wav,엔진오일 교체일 며칠이었지
40176.wav,송풍 모드 가동되면 알려 줘
40177.wav,주말 제외하고 평일에만 출근 시간에 시동 걸어 놔 줘
40178.wav,스위치 올라간 조명 위치 알려 줘
40179.wav,지금까지 블랙박스에 찍힌 영상 다 찾아 주겠니
40180.wav,제어 가능한 홈카메라 위치 확인해 줘
40181.wav,우리 초코 위해서 선풍기 미풍으로 켜 줘
40182.wav,이 층에 있는 모든 조명들 다 최대한 밝게 해 줘
40183.wav,깜빡하고 조수석 창문 열고 왔어
40184.wav,지금 현관문 상태 한번 봐줄래
40185.wav,가스 누출되면 위험하니 가스 밸브 내려 줘라
40186.wav,출발 전에 시킨 커피 언제까지 기다려
